review_id,customer_name,age,brand,model,price_usd,currency,exchange_rate_to_usd,rating,sentiment,country,language,review_date,verified_purchase,battery_life_rating,camera_rating,performance_rating,design_rating,display_rating,helpful_votes,source,Cluster
33711,David Long,26,Samsung,Galaxy Note 20,457.63,AUD,1.53,1.0,Neutral,Australia,English,4/14/2025,True,1,2,1,1,1,2,eBay,2
33712,Michelle Sherman,31,Xiaomi,Mi 13 Pro,394.07,AUD,1.53,3.0,Positive,Australia,English,12/31/2024,True,1,3,1,2,1,7,Amazon,0
33713,Sophie da Cruz,22,Motorola,Moto G Power,637.585,BRL,5.7,5.0,Positive,Brazil,Portuguese,10/26/2024,True,5,2,4,4,2,2,BestBuy,1
33714,Lauren Shaw,25,Xiaomi,Redmi Note 13,487.53,AED,3.67,4.0,Positive,UAE,English,8/26/2025,True,3,4,5,2,5,3,BestBuy,1
33715,John Fischer,32,Xiaomi,Mi 13 Pro,314.99,CAD,1.38,4.0,Positive,Canada,English,5/22/2025,False,4,4,3,3,4,5,BestBuy,1
33716,Henry Jha,27,Xiaomi,Poco X6,254.48,INR,83.0,4.0,Positive,India,Hindi,2/4/2024,True,3,3,5,3,3,5,AliExpress,1
33717,Christopher Brown,28,Google,Pixel 7a,1020.05,USD,1.0,4.0,Neutral,USA,English,11/28/2022,True,3,4,3,2,4,0,AliExpress,0
33718,Pushti Bhalla,45,OnePlus,OnePlus Nord 3,669.85,INR,83.0,2.0,Negative,India,Hindi,2/12/2023,True,1,1,2,1,1,3,BestBuy,2
33719,Sibel Lange B.A.,29,Google,Pixel 7a,588.31,EUR,0.93,2.0,Neutral,Germany,German,9/29/2024,True,1,1,1,3,2,3,AliExpress,2
33720,Dipl.-Ing. Gunhild Thies MBA.,45,Samsung,Galaxy Z Flip,484.14,EUR,0.93,2.0,Negative,Germany,German,11/27/2022,False,2,1,1,2,3,2,BestBuy,2
33721,Diana Smith,34,Google,Pixel 6,646.32,AED,3.67,3.0,Negative,UAE,English,12/9/2022,True,4,4,1,1,2,1,AliExpress,0
33722,Vincent Lopez,41,OnePlus,OnePlus 11R,781.07,AED,3.67,4.0,Positive,UAE,English,4/7/2023,True,4,3,5,4,4,5,Amazon,1
33723,Corey Gordon,26,Realme,Realme Narzo 70,373.99,USD,1.0,3.0,Positive,USA,English,5/2/2024,True,2,2,2,4,4,3,eBay,0
33724,Marcus Mendez,18,Xiaomi,Redmi Note 13,499.58,AED,3.67,3.0,Positive,UAE,English,11/12/2023,True,2,3,3,4,1,6,Flipkart,0
33725,Randall Sandoval,18,Xiaomi,Redmi Note 13,243.03,USD,1.0,5.0,Positive,USA,English,9/28/2024,True,3,5,5,3,5,9,eBay,1
33726,Dietlinde Herrmann-Müller,26,Apple,iPhone 14,1116.26,EUR,0.93,5.0,Positive,Germany,German,3/20/2023,True,5,3,4,5,5,6,Amazon,1
33727,Whitney Jordan,25,Apple,iPhone 14,1468.87,USD,1.0,4.0,Positive,USA,English,12/18/2022,True,4,3,3,3,4,5,eBay,1
33728,Cindy Collins,27,Apple,iPhone 15 Pro,908.49,CAD,1.38,4.0,Positive,Canada,English,8/12/2024,True,2,4,2,3,4,8,AliExpress,0
33729,Hüseyin Weller,35,Google,Pixel 6,637.585,EUR,0.93,3.0,Negative,Germany,German,8/20/2023,True,2,1,2,3,2,2,BestBuy,0
33730,Sr. Yan Siqueira,33,OnePlus,OnePlus Nord 3,398.65,BRL,5.7,3.0,Negative,Brazil,Portuguese,11/14/2023,False,1,2,4,3,3,3,BestBuy,0
33731,Daniel Marsh,23,OnePlus,OnePlus 11R,861.43,CAD,1.38,3.0,Neutral,Canada,English,8/30/2025,True,1,2,2,2,3,1,AliExpress,2
33732,Roy Gomez,49,Samsung,Galaxy Z Flip,1250.75,AED,3.67,1.0,Neutral,UAE,English,12/16/2022,False,2,1,1,1,1,3,Flipkart,2
33733,Upma Kuruvilla,19,Motorola,Moto G Power,637.585,INR,83.0,3.0,Positive,India,Hindi,7/5/2025,True,3,5,5,5,5,2,Flipkart,1
33734,Amy Marsh,21,Motorola,Moto G Power,214.71,GBP,0.78,4.0,Neutral,UK,English,11/16/2022,True,4,2,1,2,1,2,Amazon,0
33735,David Woods,18,Motorola,Moto G Power,271.78,USD,1.0,2.0,Neutral,USA,English,1/27/2025,True,1,1,3,1,1,1,Flipkart,2
33736,Joachim Juncken,33,Realme,Realme Narzo 70,375.92,EUR,0.93,3.0,Neutral,Germany,German,11/13/2022,True,3,2,3,2,2,1,BestBuy,0
33737,Michael Smith,22,Xiaomi,Mi 13 Pro,351.7,USD,1.0,5.0,Positive,USA,English,1/9/2023,True,4,3,3,5,4,5,Amazon,1
33738,Anthony Patel,28,Samsung,Galaxy Z Flip,1024.79,GBP,0.78,3.0,Positive,UK,English,4/8/2023,True,2,3,2,2,2,2,Flipkart,0
33739,Dr Alison Parkinson,33,Samsung,Galaxy A55,835.26,GBP,0.78,4.0,Positive,UK,English,5/11/2023,True,5,3,2,4,3,6,Amazon,1
33740,Dr. José Pedro Vasconcelos,22,OnePlus,OnePlus Nord 3,493.87,BRL,5.7,1.0,Negative,Brazil,Portuguese,1/16/2025,False,2,1,1,1,1,1,BestBuy,2
33741,Swen Reichmann,39,Google,Pixel 7a,801.54,EUR,0.93,4.0,Positive,Germany,German,11/14/2022,False,3,2,3,5,4,6,Flipkart,1
33742,Giovanna Martins,28,Xiaomi,Redmi Note 13,216.62,BRL,5.7,2.0,Negative,Brazil,Portuguese,9/2/2025,True,1,2,1,2,2,2,AliExpress,2
33743,Martin Waters,37,Samsung,Galaxy A55,811.82,CAD,1.38,5.0,Positive,Canada,English,9/12/2024,True,4,5,3,4,5,6,eBay,1
33744,Roy Evans,41,Motorola,Razr 40,588.13,GBP,0.78,3.0,Positive,UK,English,1/17/2025,True,1,1,4,1,5,7,AliExpress,0
33745,Sr. Benício Guerra,20,Realme,Realme 12 Pro,462.86,BRL,5.7,3.0,Positive,Brazil,Portuguese,8/19/2025,True,4,3,2,4,3,7,Flipkart,0
33746,Raymond Jackson,25,Samsung,Galaxy A55,1129.92,CAD,1.38,4.0,Positive,Canada,English,5/9/2025,True,3,4,3,4,4,4,AliExpress,1
33747,Augusto Dias,18,Google,Pixel 8,815.79,BRL,5.7,3.0,Positive,Brazil,Portuguese,8/27/2023,True,3,1,1,3,1,3,Flipkart,2
33748,Ruben Garza,18,Apple,iPhone 15 Pro,1025.11,AUD,1.53,4.0,Positive,Australia,English,6/28/2024,True,3,3,4,4,3,2,BestBuy,0
33749,Melina da Rosa,20,Realme,Realme Narzo 70,403.5,BRL,5.7,2.0,Negative,Brazil,Portuguese,2/4/2025,True,2,3,2,1,1,3,BestBuy,2
33750,Kavya Ravel,30,Google,Pixel 7a,537.71,INR,83.0,1.0,Negative,India,Hindi,10/25/2022,True,1,1,1,1,1,3,Flipkart,2
33751,Eitel Löchel,18,Samsung,Galaxy Note 20,813.26,EUR,0.93,2.0,Negative,Germany,German,2/7/2024,False,1,1,3,1,3,1,eBay,2
33752,Cauê Garcia,28,Xiaomi,Poco X6,277.02,BRL,5.7,5.0,Positive,Brazil,Portuguese,4/20/2023,True,5,5,5,5,4,2,Flipkart,1
33753,Chad Golden,34,OnePlus,OnePlus 11R,487.61,AUD,1.53,5.0,Positive,Australia,English,7/10/2023,True,4,3,4,4,4,6,BestBuy,1
33754,Joel Mcclain,38,Google,Pixel 7a,1014.95,AUD,1.53,3.0,Negative,Australia,English,8/4/2025,True,3,2,3,1,5,0,AliExpress,0
33755,Andrea Chapman,18,Samsung,Galaxy Note 20,1181.24,AED,3.67,3.0,Neutral,UAE,English,1/3/2023,False,3,3,3,1,2,1,Amazon,0
33756,David Rodriguez,41,OnePlus,OnePlus 11R,635.78,AUD,1.53,1.0,Negative,Australia,English,4/1/2024,True,1,1,1,1,1,4,AliExpress,2
33757,Kelly Henson,32,OnePlus,OnePlus Nord 3,475.2,USD,1.0,1.0,Negative,USA,English,1/27/2023,False,1,1,1,1,1,2,Flipkart,2
33758,Jacqueline Young,32,Google,Pixel 7a,855.55,USD,1.0,3.0,Positive,USA,English,12/9/2024,True,3,4,3,4,2,3,AliExpress,0
33759,Tanja Pechel,32,OnePlus,OnePlus 11R,704.9,EUR,0.93,4.0,Positive,Germany,German,2/9/2024,True,3,4,3,4,4,5,AliExpress,1
33760,Zansi Lala,33,Google,Pixel 8,1080.86,INR,83.0,3.0,Positive,India,Hindi,10/18/2023,True,1,2,4,3,1,6,Flipkart,0
33761,Ashley Bowers,28,OnePlus,OnePlus 11R,932.37,AUD,1.53,3.0,Neutral,Australia,English,10/23/2022,True,4,2,1,3,3,2,Amazon,0
33762,Jacqueline Pennington,33,Motorola,Edge 50,427.4,CAD,1.38,3.0,Positive,Canada,English,4/9/2023,False,4,2,1,4,4,4,Flipkart,0
33763,Amy Huff,24,Google,Pixel 8,597.18,CAD,1.38,3.0,Positive,Canada,English,6/9/2024,True,2,2,2,4,3,5,eBay,0
33764,Dra. Mariane Macedo,24,Xiaomi,Poco X6,226.17,BRL,5.7,1.0,Negative,Brazil,Portuguese,4/10/2024,True,1,1,1,1,1,3,Flipkart,2
33765,Kelly Horn,18,Xiaomi,Redmi Note 13,326.13,AED,3.67,4.0,Neutral,UAE,English,8/24/2025,True,2,3,3,4,5,2,AliExpress,0
33766,Isha Khosla,36,Realme,Realme Narzo 70,372.31,INR,83.0,4.0,Positive,India,Hindi,11/15/2022,True,5,2,3,5,4,1,eBay,1
33767,Ms. Tonya Burgess PhD,33,Google,Pixel 6,525.68,AUD,1.53,4.0,Positive,Australia,English,11/25/2024,True,3,5,3,2,3,7,Amazon,1
33768,Scott Wallace,33,Motorola,Moto G Power,637.585,AUD,1.53,4.0,Positive,Australia,English,12/18/2024,False,4,4,2,3,5,2,Flipkart,1
33769,Richard Stewart,34,OnePlus,OnePlus Nord 3,610.16,USD,1.0,3.0,Neutral,USA,English,6/24/2023,True,4,4,2,3,2,1,BestBuy,0
33770,Donald Ferguson,27,Xiaomi,Redmi Note 13,250.69,CAD,1.38,2.0,Neutral,Canada,English,1/10/2025,False,1,1,1,1,1,1,Amazon,2
33771,Travis Sutton,19,Xiaomi,Redmi Note 13,489.03,AED,3.67,4.0,Positive,UAE,English,3/9/2025,True,5,4,3,3,3,1,AliExpress,1
33772,Hayley Ellis,32,Apple,iPhone 14,1049.63,GBP,0.78,3.0,Neutral,UK,English,9/20/2023,True,2,4,2,5,2,3,eBay,0
33773,Suzanne Kim,23,Motorola,Moto G Power,583.15,AED,3.67,4.0,Positive,UAE,English,8/30/2023,True,5,3,4,5,4,3,BestBuy,1
33774,Rachel Nixon,29,OnePlus,OnePlus 11R,490.66,GBP,0.78,3.0,Positive,UK,English,2/8/2025,True,4,3,2,2,1,6,eBay,0
33775,Zarna Kanda,32,Apple,iPhone SE,873.67,INR,83.0,5.0,Positive,India,Hindi,10/4/2023,True,5,3,5,5,4,7,eBay,1
33776,Pedro Henrique Lopes,19,Xiaomi,Redmi Note 13,237.07,BRL,5.7,1.0,Negative,Brazil,Portuguese,10/25/2023,True,3,2,1,2,1,0,Flipkart,2
33777,Anthony Sodhi,18,Xiaomi,Mi 13 Pro,544.04,INR,83.0,5.0,Positive,India,Hindi,7/6/2023,True,5,5,4,4,5,7,Flipkart,1
33778,Larissa Girschner,25,Google,Pixel 6,637.585,EUR,0.93,3.0,Negative,Germany,German,12/7/2023,True,5,1,3,1,2,4,BestBuy,0
33779,Gareth Smith-Stephenson,24,Motorola,Razr 40,785.58,GBP,0.78,4.0,Positive,UK,English,3/25/2025,True,4,4,5,4,3,4,Flipkart,1
33780,Dr Charlene Holmes,33,OnePlus,OnePlus 11R,946.96,GBP,0.78,4.0,Positive,UK,English,12/19/2024,True,2,2,3,4,4,3,BestBuy,0
33781,Dr. Dittmar Oestrovsky,18,Google,Pixel 7a,1083.3,EUR,0.93,4.0,Positive,Germany,German,9/15/2023,False,5,4,4,4,4,2,AliExpress,1
33782,Sheila Anderson,38,Google,Pixel 7a,798.74,USD,1.0,3.0,Positive,USA,English,3/16/2025,True,4,2,4,2,3,9,BestBuy,0
33783,Rolf-Peter Knappe,31,Google,Pixel 6,1011.6,EUR,0.93,1.0,Negative,Germany,German,6/6/2024,True,1,1,1,3,1,0,Flipkart,2
33784,Roger Harper,43,Google,Pixel 8,637.585,USD,1.0,1.0,Negative,USA,English,8/29/2023,True,1,1,2,1,1,1,BestBuy,2
33785,Sara Schmidtke,19,Samsung,Galaxy Z Flip,455.23,EUR,0.93,2.0,Positive,Germany,German,11/6/2023,True,1,4,3,1,1,6,BestBuy,0
33786,Lindsey Fox,34,OnePlus,OnePlus 12,637.67,GBP,0.78,5.0,Positive,UK,English,7/24/2024,True,3,4,5,4,5,5,Amazon,1
33787,Dalton Barry,41,Motorola,Razr 40,580.7,CAD,1.38,1.0,Negative,Canada,English,1/7/2025,True,1,1,1,1,1,1,eBay,2
33788,Chelsea Barrett,46,Xiaomi,Redmi Note 13,348.84,GBP,0.78,3.0,Positive,UK,English,4/29/2024,True,3,4,5,1,3,5,Flipkart,0
33789,Gabriel Ortiz,41,Samsung,Galaxy S24,990.45,CAD,1.38,3.0,Positive,Canada,English,3/11/2023,True,3,2,3,3,3,4,eBay,0
33790,Samantha Stuart,28,Google,Pixel 6,972.26,USD,1.0,4.0,Neutral,USA,English,1/26/2025,True,5,5,1,3,2,6,BestBuy,1
33791,Tejas Sehgal,18,Realme,Realme 12 Pro,557.53,INR,83.0,4.0,Positive,India,Hindi,12/25/2024,False,5,4,4,4,5,7,AliExpress,1
33792,Frank Spears,42,Xiaomi,Redmi Note 13,273.09,AED,3.67,4.0,Positive,UAE,English,9/16/2024,True,3,5,3,2,2,5,Flipkart,0
33793,Cecília Guerra,18,Apple,iPhone 15 Pro,1352.6,BRL,5.7,4.0,Positive,Brazil,Portuguese,8/26/2023,True,3,4,4,2,3,4,Amazon,0
33794,Jessica Douglas,35,Motorola,Moto G Power,266.67,AUD,1.53,3.0,Positive,Australia,English,3/13/2023,True,3,3,3,3,4,5,AliExpress,0
33795,Lisa Mcclain,34,Realme,Realme Narzo 70,353.36,AED,3.67,4.0,Neutral,UAE,English,6/11/2025,True,3,4,2,1,2,2,eBay,0
33796,Anna-Maria Jacob,23,Google,Pixel 6,1004.14,EUR,0.93,2.0,Neutral,Germany,German,11/13/2024,True,2,3,1,1,1,1,BestBuy,2
33797,Vedhika Balasubramanian,39,Samsung,Galaxy Note 20,734.2,INR,83.0,3.0,Positive,India,Hindi,11/22/2024,True,2,4,3,1,3,1,eBay,0
33798,Gopal Bhavsar,19,Samsung,Galaxy S24,655.71,INR,83.0,4.0,Positive,India,Hindi,7/16/2024,False,2,4,5,3,3,4,AliExpress,1
33799,Richard Mendoza,26,Xiaomi,Redmi Note 13,649.38,AUD,1.53,1.0,Positive,Australia,English,1/3/2025,False,1,1,1,1,1,1,eBay,2
33800,Crystal Wright,22,Motorola,Moto G Power,359.18,CAD,1.38,5.0,Positive,Canada,English,1/14/2024,True,4,4,4,5,5,10,Amazon,1
33801,Amber Lawson,33,Xiaomi,Redmi Note 13,637.585,CAD,1.38,3.0,Neutral,Canada,English,9/2/2024,True,1,3,4,1,2,4,Amazon,0
33802,Waida Bhalla,18,OnePlus,OnePlus Nord 3,479.04,INR,83.0,3.0,Neutral,India,Hindi,10/19/2023,False,3,3,3,1,1,2,AliExpress,0
33803,Oscar Reddy,44,Xiaomi,Redmi Note 13,412.2,INR,83.0,4.0,Positive,India,Hindi,3/15/2024,False,3,2,4,3,3,4,Flipkart,0
33804,Mrs Victoria West,30,Google,Pixel 8,1033.0,GBP,0.78,3.0,Negative,UK,English,9/2/2024,False,4,2,3,2,3,3,AliExpress,0
33805,Antony Garcia,47,Realme,Realme 12 Pro,574.91,BRL,5.7,2.0,Neutral,Brazil,Portuguese,2/10/2023,True,1,1,2,1,1,1,Amazon,2
33806,Miss Rosemary Riley,42,Xiaomi,Mi 13 Pro,316.77,GBP,0.78,4.0,Neutral,UK,English,1/21/2025,True,4,4,2,3,3,0,BestBuy,0
33807,Katherina Steckel,34,OnePlus,OnePlus Nord 3,491.82,EUR,0.93,2.0,Neutral,Germany,German,10/3/2024,False,1,1,2,2,1,0,BestBuy,2
33808,Kaitlin Lee,25,Samsung,Galaxy Z Flip,1049.02,CAD,1.38,3.0,Neutral,Canada,English,6/13/2024,False,4,2,3,3,2,0,Flipkart,0
33809,Nicole Martins,19,OnePlus,OnePlus 12,813.86,BRL,5.7,2.0,Positive,Brazil,Portuguese,9/25/2025,False,2,1,1,3,2,1,AliExpress,2
33810,Ekaraj Chandran,21,OnePlus,OnePlus 12,823.52,INR,83.0,2.0,Neutral,India,Hindi,1/31/2024,False,2,1,1,3,1,0,Flipkart,2
33811,Rael Vargas,18,Apple,iPhone 13,873.69,BRL,5.7,5.0,Positive,Brazil,Portuguese,12/3/2023,True,5,3,5,5,4,4,eBay,1
33812,Jacqueline Gonzalez,25,Apple,iPhone 15 Pro,1077.49,AUD,1.53,5.0,Positive,Australia,English,11/21/2024,True,4,4,4,4,4,7,AliExpress,1
33813,Frances Brown,34,Samsung,Galaxy Note 20,1148.38,USD,1.0,5.0,Positive,USA,English,8/4/2025,False,5,5,5,4,5,10,Flipkart,1
33814,Michael Cunningham,35,Apple,iPhone 15 Pro,1132.34,USD,1.0,3.0,Positive,USA,English,7/18/2024,True,4,2,3,5,2,9,eBay,1
33815,Billy Newton,44,Samsung,Galaxy Note 20,559.11,GBP,0.78,2.0,Neutral,UK,English,12/17/2024,True,1,1,3,1,2,2,Amazon,2
33816,Donna Smith,21,Google,Pixel 7a,940.17,USD,1.0,2.0,Neutral,USA,English,12/8/2022,False,2,3,2,2,2,1,Amazon,2
33817,Aarav Chand,25,Apple,iPhone 14,1325.84,INR,83.0,1.0,Negative,India,Hindi,5/23/2023,True,1,1,1,1,1,2,eBay,2
33818,Shelly Kelly,33,Samsung,Galaxy Z Flip,448.76,USD,1.0,4.0,Positive,USA,English,5/21/2023,True,5,1,3,4,4,10,eBay,1
33819,Sr. Danilo Alves,34,Realme,Realme 12 Pro,299.72,BRL,5.7,4.0,Positive,Brazil,Portuguese,7/29/2023,True,4,4,3,2,2,8,eBay,0
33820,Brandi Zamora,43,OnePlus,OnePlus 11R,907.89,USD,1.0,2.0,Neutral,USA,English,8/10/2025,True,1,3,2,1,1,4,Amazon,2
33821,Bruce Estes,18,Google,Pixel 8,674.76,USD,1.0,3.0,Neutral,USA,English,9/20/2024,True,2,3,3,4,2,2,BestBuy,0
33822,Kamala Setty,35,Google,Pixel 6,782.23,INR,83.0,3.0,Neutral,India,Hindi,10/8/2023,True,1,2,1,3,4,0,AliExpress,0
33823,Anthony Wright,31,Samsung,Galaxy S24,1203.13,CAD,1.38,2.0,Positive,Canada,English,2/25/2025,True,2,2,1,3,1,4,AliExpress,2
33824,Zaitra Karpe,25,Apple,iPhone SE,1046.55,INR,83.0,5.0,Positive,India,Hindi,9/17/2025,True,3,5,5,5,4,3,AliExpress,1
33825,Kathy Navarro DVM,18,Motorola,Edge 50,783.31,AED,3.67,3.0,Negative,UAE,English,8/10/2023,True,1,4,2,2,5,3,Amazon,0
33826,Luana Machado,40,Google,Pixel 6,777.71,BRL,5.7,3.0,Positive,Brazil,Portuguese,1/19/2024,False,3,3,2,2,3,1,BestBuy,0
33827,Dominic Ford,36,Samsung,Galaxy S24,626.97,CAD,1.38,4.0,Positive,Canada,English,8/10/2023,False,2,4,4,4,3,7,AliExpress,1
33828,Sra. Ana Julia Pastor,29,Apple,iPhone 14,980.56,BRL,5.7,2.0,Negative,Brazil,Portuguese,6/28/2025,True,1,2,3,1,2,2,Flipkart,2
33829,Mariana Camargo,40,Realme,Realme Narzo 70,551.78,BRL,5.7,2.0,Negative,Brazil,Portuguese,10/6/2023,True,1,1,1,1,1,0,AliExpress,2
33830,Ryan Crawford,27,Realme,Realme Narzo 70,409.78,USD,1.0,1.0,Negative,USA,English,2/17/2024,True,1,1,1,1,1,5,eBay,2
33831,Esther Machado,28,OnePlus,OnePlus 12,521.61,BRL,5.7,3.0,Positive,Brazil,Portuguese,12/23/2022,True,1,3,3,3,1,5,BestBuy,0
33832,Dawn Burgess,19,Xiaomi,Redmi Note 13,243.54,GBP,0.78,2.0,Neutral,UK,English,11/11/2023,True,1,1,2,2,2,1,AliExpress,2
33833,Ashley Mitchell,19,Motorola,Edge 50,637.585,CAD,1.38,2.0,Positive,Canada,English,7/1/2024,True,2,1,2,2,2,6,Amazon,2
33834,Ronald Johnson,25,Motorola,Razr 40,779.91,GBP,0.78,5.0,Positive,UK,English,10/1/2023,True,2,5,5,4,5,6,Amazon,1
33835,Jennifer Krause,24,Motorola,Razr 40,495.35,USD,1.0,4.0,Positive,USA,English,3/23/2023,True,2,2,4,4,3,3,Flipkart,0
33836,Barbara Williams,18,Apple,iPhone 13,1382.31,GBP,0.78,4.0,Positive,UK,English,9/1/2023,True,4,5,2,4,2,4,AliExpress,1
33837,Sr. Henry Garcia,27,OnePlus,OnePlus Nord 3,546.28,BRL,5.7,1.0,Neutral,Brazil,Portuguese,3/27/2024,True,1,1,2,1,1,2,Amazon,2
33838,Jay Barber,29,Motorola,Edge 50,360.08,AED,3.67,2.0,Positive,UAE,English,1/19/2025,True,1,1,3,1,1,5,Amazon,2
33839,Desiree Tanner,52,Xiaomi,Poco X6,589.41,CAD,1.38,2.0,Neutral,Canada,English,2/8/2024,False,2,1,2,3,2,3,BestBuy,2
33840,Bridget Oliver,35,Apple,iPhone SE,890.92,USD,1.0,5.0,Positive,USA,English,10/12/2023,True,5,5,5,5,4,3,Amazon,1
33841,Michael Riddle,25,Xiaomi,Redmi Note 13,435.58,AUD,1.53,4.0,Positive,Australia,English,3/20/2024,True,5,2,3,1,4,7,BestBuy,0
33842,Clarice Viana,23,Xiaomi,Poco X6,671.0,BRL,5.7,3.0,Neutral,Brazil,Portuguese,3/24/2024,False,3,1,3,2,2,0,eBay,0
33843,Steven Young,18,OnePlus,OnePlus 11R,595.59,AUD,1.53,2.0,Neutral,Australia,English,8/19/2025,False,1,1,4,2,2,2,Flipkart,2
33844,Till Kramer,27,Xiaomi,Redmi Note 13,668.28,EUR,0.93,4.0,Positive,Germany,German,9/1/2023,True,3,5,4,4,3,3,AliExpress,1
33845,Evan Conner,32,Google,Pixel 8,822.37,AUD,1.53,5.0,Positive,Australia,English,2/24/2023,True,5,5,3,5,3,3,AliExpress,1
33846,Cheyenne Melendez,40,Realme,Realme 12 Pro,637.585,USD,1.0,5.0,Positive,USA,English,11/14/2022,True,3,4,5,5,4,7,Flipkart,1
33847,Shelby Holt,29,Google,Pixel 6,808.4,USD,1.0,4.0,Positive,USA,English,5/25/2024,True,3,4,4,2,3,5,Flipkart,0
33848,Cynthia Bryant,18,Motorola,Moto G Power,580.68,AED,3.67,5.0,Positive,UAE,English,10/11/2025,True,5,5,4,5,5,5,AliExpress,1
33849,Nisha Thakur,23,Xiaomi,Poco X6,507.77,INR,83.0,2.0,Negative,India,Hindi,9/8/2024,False,2,1,1,2,1,1,AliExpress,2
33850,Karen Alexander,34,Samsung,Galaxy Note 20,910.56,AED,3.67,4.0,Positive,UAE,English,2/21/2025,True,3,4,3,4,3,1,BestBuy,0
33851,Johanna Ortmann,53,Apple,iPhone 15 Pro,1454.5,EUR,0.93,2.0,Neutral,Germany,German,10/6/2025,False,3,1,2,1,1,1,Flipkart,2
33852,Aurora Barbosa,33,Samsung,Galaxy A55,504.33,BRL,5.7,2.0,Neutral,Brazil,Portuguese,6/19/2023,False,3,1,1,2,2,2,AliExpress,2
33853,Gerard Jones,36,Motorola,Moto G Power,637.585,GBP,0.78,3.0,Positive,UK,English,1/25/2024,True,2,1,2,4,3,7,eBay,0
33854,Travis Diaz,42,Realme,Realme 12 Pro,192.0,CAD,1.38,5.0,Positive,Canada,English,2/10/2025,False,5,5,5,3,5,3,AliExpress,1
33855,Franka Atzler,36,Xiaomi,Mi 13 Pro,374.79,EUR,0.93,4.0,Positive,Germany,German,2/18/2024,True,4,3,4,4,4,8,Flipkart,1
33856,Graham Simmons,48,Motorola,Moto G Power,632.09,GBP,0.78,4.0,Positive,UK,English,9/20/2023,True,3,3,2,5,2,5,eBay,0
33857,Jose Romero,25,Samsung,Galaxy A55,499.19,AED,3.67,5.0,Positive,UAE,English,3/1/2023,True,3,5,4,3,4,3,Amazon,1
33858,Karen Smith,23,Xiaomi,Mi 13 Pro,235.29,USD,1.0,2.0,Negative,USA,English,11/17/2024,True,1,1,1,1,1,0,Amazon,2
33859,Laura Lee,44,OnePlus,OnePlus Nord 3,854.1,AUD,1.53,4.0,Positive,Australia,English,5/2/2024,True,4,4,4,3,2,5,eBay,1
33860,Kirsty Dixon,40,Realme,Realme Narzo 70,224.13,GBP,0.78,4.0,Positive,UK,English,8/25/2023,True,4,3,2,3,4,9,BestBuy,1
33861,Roger Leonard,37,Samsung,Galaxy A55,1389.65,USD,1.0,3.0,Neutral,USA,English,2/13/2023,True,3,3,3,3,2,4,Flipkart,0
33862,Gary Barnett,23,OnePlus,OnePlus 11R,716.39,AED,3.67,4.0,Positive,UAE,English,3/1/2024,True,3,2,3,3,5,6,Amazon,1
33863,Gabriel Sorgatz,32,Google,Pixel 7a,691.78,EUR,0.93,3.0,Positive,Germany,German,7/1/2024,True,3,4,3,5,5,8,eBay,1
33864,Kevin Ramirez,24,Xiaomi,Redmi Note 13,637.585,USD,1.0,3.0,Positive,USA,English,6/5/2024,True,3,4,3,3,3,8,Flipkart,0
33865,Jared Davis,21,OnePlus,OnePlus 12,637.585,AUD,1.53,3.0,Neutral,Australia,English,10/28/2023,False,2,2,1,2,3,0,Flipkart,2
33866,Luigi Fonseca,28,Realme,Realme 12 Pro,413.67,BRL,5.7,2.0,Neutral,Brazil,Portuguese,8/11/2025,True,3,1,4,1,2,5,eBay,0
33867,Mr. Jared Hart,20,OnePlus,OnePlus 12,737.61,CAD,1.38,4.0,Positive,Canada,English,3/1/2024,False,1,3,4,2,5,5,BestBuy,0
33868,Julia Fisher,28,Xiaomi,Mi 13 Pro,637.585,USD,1.0,3.0,Positive,USA,English,6/5/2025,True,1,2,3,3,3,10,Flipkart,0
33869,Calebe Farias,34,Realme,Realme 12 Pro,514.29,BRL,5.7,2.0,Neutral,Brazil,Portuguese,7/19/2024,False,2,1,2,1,1,0,Amazon,2
33870,Calebe da Luz,48,Xiaomi,Poco X6,547.82,BRL,5.7,2.0,Positive,Brazil,Portuguese,4/19/2025,True,2,1,1,3,1,2,BestBuy,2
33871,Ing. Rosalia Nohlmans B.Eng.,18,Samsung,Galaxy S24,420.45,EUR,0.93,4.0,Positive,Germany,German,4/12/2025,True,2,3,4,3,2,5,Amazon,0
33872,Heather Bauer,33,OnePlus,OnePlus 11R,510.18,AED,3.67,2.0,Negative,UAE,English,12/21/2022,False,3,2,2,2,2,2,BestBuy,2
33873,Vyanjana Naik,29,Apple,iPhone 15 Pro,1344.68,INR,83.0,5.0,Positive,India,Hindi,4/27/2023,True,4,4,4,5,4,5,AliExpress,1
33874,Christopher Patel,20,Realme,Realme Narzo 70,637.585,USD,1.0,1.0,Negative,USA,English,5/15/2024,True,1,1,1,1,2,3,Flipkart,2
33875,Dipl.-Ing. Dietlinde Scholl,28,Realme,Realme Narzo 70,383.33,EUR,0.93,1.0,Negative,Germany,German,3/4/2025,True,1,3,1,1,1,2,eBay,2
33876,Qasim Ramachandran,39,Motorola,Moto G Power,525.28,INR,83.0,5.0,Positive,India,Hindi,7/28/2024,True,5,5,5,5,5,3,BestBuy,1
33877,Mrs. Anita Green DDS,40,Realme,Realme Narzo 70,327.12,USD,1.0,5.0,Positive,USA,English,12/29/2022,False,4,5,5,3,4,5,BestBuy,1
